,Unnamed: 0,comment,label,label_id,Cleaned
2057,,با تشکر از مدیریت خوب این فروشگاه با توجه به اینکه بسیار از لحاظ کرونا استرس داشتم بعد رسیدن غذا‌ها از بسته بندی ایزوله و پیک ایزوله‌تر لذت بردم ممنون از اینکه فکر سلامتی جامعه هستید,HAPPY,0.0,تشکر مدیریت فروشگاه توجه لحاظ کرونا استرس رسیدن غذا بسته ایزوله پیک ایزوله لذت بردم ممنون سلامتی جامعه
2686,,خیلی عالی بود خوش طعم و لذیذ فقط دوست داشتم سس بیشتری میریختید,HAPPY,0.0,عالی طعم لذیذ دوست سس میریختید
3526,,به جای دستمال مرطوب پاک کننده آرایش دستمال مرطوب پاک کننده کودک فرستادیییین,SAD,1.0,دستمال مرطوب پاک آرایش دستمال مرطوب پاک کودک فرستادین
2149,,خیلی ممنون. برخورد پیک عالی بود. پیتزا هم حرف نداشت,HAPPY,0.0,ممنون برخورد پیک عالی پیتزا حرف
5618,,اگرمیشد کمتر از یک هم امتیاز داد من حتما این کارو میکردم من سفارش دوعدد نان سبزیجات و دو رو کنجد برشته دادم به جاش چهار عدد نان خمیر مونده بعد از دو ساعت تاخیر دریافت کردم واقعا به خاطر این همه بی مسوولیتی متاسفم.,SAD,1.0,اگرمیشد امتیاز کارو میکردم سفارش دوعدد نان سبزیجات کنجد برشته جاش عدد نان خمیر مونده ساعت تاخیر دریافت خاطر مسوولیتی متاسفم
4171,,خیلی کیفیتاتون پایین اومده نمیدونم چرا شمارم چشم زدن بس که گفتن خوبید,SAD,1.0,کیفیتاتون پایین اومده نمیدونم شمارم چشم زدن خوبید
3877,,ته چین سوخته بود,SAD,1.0,ته چین سوخته
57,,عالی بود فقط چرا کوچیک شده,HAPPY,0.0,عالی کوچیک
6957,,سلام واقعنی پیتزا سیب مثل قبل اصلن خوب نبود.. کیفیتش از دست داده حجم سیب زمینی ویژه با معمولی هیچ فرقی نداره.. فقط پنیر داره.. و درکل کلی پول پیک و مالیات زیاد میگیره,SAD,1.0,سلام واقعنی پیتزا سیب اصلن کیفیتش دست حجم سیب زمینی فرقی نداره پنیر درکل پول پیک مالیات میگیره
3235,,به نظرم من مسافت پیک انقدری زیاد نیست که ۲۰۰۰ تومان هزینه پیک گرفته میشه,HAPPY,0.0,نظرم مسافت پیک انقدری 20 تومان هزینه پیک میشه
502,,مثل همیشه خوب و تازه. فقط قارچ و فلفل دلمه بیشتر باشه بهتره. سس سیر هم بابت هر پیتزا ۲ عدد باشه خوب میشه. ممنونم,HAPPY,0.0,قارچ فلفل دلمه باشه بهتره سس سیر بابت پیتزا 2 عدد باشه میشه ممنونم
3072,,واقعا اصلا نمی‌شه به چیز فود هیچ ایرادی گرفت. مدیریت فوق العاده مشتری مداری کم نظیر غذای سالم و خوشمزه و با کیفیت. خدا قوت و خیر پیش,HAPPY,0.0,شه فود ایرادی مدیریت العاده مشتری مداری غذای سالم خوشمزه کیفیت خدا قوت
936,,"با سلام و خسته نباشید کیفیت کلی محصولاتتون خوب بود فقط چند نکته میخواستم عرض کنم خدمتتون ١-لطفا توی آب هویج، شکر اضافه نریزید … اگه هم میریزید لطفا خیلی کم باشه. آب هویج من مزه هویج بستنی میداد! ٢- سه عدد از چهار اسکوپ بستنی من اونهایی که میخواستم نبود (موز به جای موز شکلات و آدامس به جای بلوبری-سومیش هم یادم نیست) -ای کاش توسط اپ این امکان فراهم بشه که از بین اون چه که موجود دارید، انتخاب کنیم ٣-اسامی آبمیوه‌ها هم روشون برچسب نداشت (به جز یکی که اونم اشتباه مال یکی از بطریهای دیگه‌ام بود) که کار رو تو تشخیص بعضیها (مثل ملوس و آب شاتوت"") از همدیگر سخت میکنه ولی گذشته از اینها کیفیت کلی محصولاتتون خوبه و من حضوری هم خرید کرده بودم موفق باشید",HAPPY,0.0,سلام خسته نباشید کیفیت محصولاتتون نکته میخواستم عرض خدمتتون ١-لطفا آب هویج شکر اضافه نریزید میریزید باشه آب هویج مزه هویج بستنی میداد ٢- سه عدد اسکوپ بستنی اونهایی میخواستم موز موز شکلات آدامس بلوبری-سومیش یادم -ای اپ امکان فراهم بشه موجود انتخاب ٣-اسامی آبمیوه روشون برچسب اونم اشتباه مال بطریهای کار تشخیص بعضیها ملوس آب شاتوت میکنه کیفیت محصولاتتون خوبه حضوری خرید موفق
5459,,مرغش بسیار سفت و کهنه و غیر قابل خوردن بود واقعا متاسفم من از شیلا توقع نداشتم اینقدر بد باشه,SAD,1.0,مرغش سفت کهنه خوردن متاسفم شیلا توقع باشه
2771,,عاااااالی عاااالی عاااالی هرچی بگم کم گفتم، یعنی حلالتون باشه,HAPPY,0.0,عالی عالی عالی هرچی بگم حلالتون باشه
111,,تازه و خوشمزه، ولی کاش یه آپ-ن- وجود داشت که از بین مدل‌های مختلف یک نوع شیرینی مثلا رولت، میشد انتخاب کرد,HAPPY,0.0,خوشمزه آپ-ن- مدل شیرینی رولت میشد انتخاب
1448,,معنی واقعی هات دلیوری تو ایران، پیتزا پپرونی عالی,HAPPY,0.0,معنی هات دلیوری ایران پیتزا پپرونی عالی
3104,,غذا عالی بود ولی دو نکته منفی وجود داشت به جای دوغ نوشابه ارسال شد پیک غذا رو بالا تحویل نداد,HAPPY,0.0,غذا عالی نکته منفی دوغ نوشابه ارسال پیک غذا تحویل نداد
5303,,این بار کیفیت غذا بسیار پایین بود,SAD,1.0,کیفیت غذا پایین
6489,,افففففتضاح! جوجه نپخته! زیتون پرورده که جز دلار و زیتون چیز دیگه‌ای توش پیدا نمیشد!!! یعنی من با دوتا گوجه و نون لواشش تونستم خودمو سیر کنم جوجه کباب وحشتناک بود!!!! از کته کبابی ماسوله واقعا بعید بود همچین غذایی!,SAD,1.0,افتضاح جوجه نپخته زیتون پرورده دلار زیتون توش نمیشد دوتا گوجه نون لواشش تونستم سیر جوجه کباب وحشتناک کته کبابی ماسوله غذایی
482,,خیلی پرملات نبود ولی خوشمزه بود,HAPPY,0.0,پرملات خوشمزه
5444,,پیک ادعا داشت که آدرس درست نبوده و شماره‌ای از من یا حتی اسم و فامیل من روی غذا نبوده و میگفت این تقصیر منه و خب این در حالیه که من همیشه همینجوری سفارش میدم به همین آدرس و تاحالا مشکلی نداشتم و نگهبانی همیشه غذا رو تحویل میگیره و همچنین خیلی اصرار داشت به این که وقتشو تلف کردم با این کارم و ۱۰ دقیقه از منتظرم بوده تو لابی و نگهبانی میگفت کمتر از ۲ دقیقه منتظر بوده و خوب خیلی برخورد بدی داشت و نا امید کننده بود,SAD,1.0,پیک ادعا آدرس نبوده شماره اسم فامیل غذا نبوده میگفت تقصیر منه حالیه همینجوری سفارش میدم آدرس تاحالا مشکلی نگهبانی غذا تحویل میگیره اصرار وقتشو تلف کارم 10 دقیقه منتظرم لابی نگهبانی میگفت 2 دقیقه منتظر برخورد بدی نا امید
1200,,بسیار عالی، تشکر از شما.,HAPPY,0.0,عالی تشکر
4731,,باعرض سلام داخل منو نوشته شده فیله گوساله واقعآ فیله گوساله به این سفتی میباشد خیلی خیلی افتضا خیلی بد خیلی کل قضا مونده من دست نزدم,SAD,1.0,باعرض سلام منو نوشته فیله گوساله واقعآ فیله گوساله سفتی میباشد افتضا قضا مونده دست نزدم
4515,,جوجه کباب بسیار عالی بود ولی کیفیت پلو پایین بودش. از حجم کمتر پلو با کیفیت بالاتر استفاده بشه یا با دریافت هزینه از برنج ایرانی استفاده کنید عالی میشه.,SAD,1.0,جوجه کباب عالی کیفیت پلو پایین بودش حجم پلو کیفیت بالاتر بشه دریافت هزینه برنج ایرانی عالی میشه
2558,,فقط نوشابه گرم بود,HAPPY,0.0,نوشابه گرم
897,,سوپر برگرش عالی بود,HAPPY,0.0,سوپر برگرش عالی
3828,,سالاد شیرازی اندازه برگزدرخت بود انگار یه کودک اون رو درست کرده بود. هردفعه یه چیزی تو غذاش کمه مثله قاشق چنگال. من زیاد خرید کردم دیگه خرید نمیکنم,SAD,1.0,سالاد شیرازی اندازه برگزدرخت کودک هردفعه غذاش کمه مثله قاشق چنگال خرید خرید نمیکنم
1157,,این سری قارچ سوخاری آبدار بود. دوست نداشتم.,HAPPY,0.0,قارچ سوخاری آبدار دوست
2144,,گلابی هاش با اینکه زده بود بیروتی ولی کیفیتش خیلی پایین بود و اصلا مزه نداشت,HAPPY,0.0,گلابی هاش زده بیروتی کیفیتش پایین مزه
6411,,غذا بد و بدمزه و یخ بود. کیفیت مواد خیلی پایین بود. وقتی هم که تحویل دادند همه اسلایس‌ها از هم جدا شده بود و پیتزا تو کارتون پخش شده بود. اگر غذا طعم مناسبی داشت بازهم می‌شد چشم پوشی کرد ولی طعم و کیفیت واقعا ضعیف بود.,SAD,1.0,غذا بدمزه یخ کیفیت مواد پایین تحویل اسلایس پیتزا کارتون پخش غذا طعم مناسبی چشم پوشی طعم کیفیت ضعیف
4909,,رول سفارش دادم تیکه اوردن,SAD,1.0,رول سفارش تیکه اوردن
2571,,عالی مثل همیشه دمتون گرم,HAPPY,0.0,عالی دمتون گرم
5434,,با وجود نزدیکی راه نان سرد و خشک تحویل گرفتم,SAD,1.0,نزدیکی نان سرد خشک تحویل
4406,,همیشه توی پاکت ارسال میشد. خیلی شکل بدی بدون پاکت و نامناسب پیک خود پرپروکم فرستاد.,SAD,1.0,پاکت ارسال میشد شکل بدی پاکت نامناسب پیک پرپروکم فرستاد
4925,,خام بودن گوشت پیتزا,SAD,1.0,خام گوشت پیتزا
1472,,ممنون از سرویس دهی به موقع و خوبتون,HAPPY,0.0,ممنون سرویس موقع خوبتون
2740,,یکی از نانهای سیاه دانه خیلی خمیر بود ولی مابقی نانها خوب بود لطفا دقت فرمایید,HAPPY,0.0,نانهای سیاه دانه خمیر مابقی نانها دقت فرمایید
2410,,خیلی خوشمزه و گرم و خیلی مرتب و شیک و زودبه دستمون رسید مرسی واقعا,HAPPY,0.0,خوشمزه گرم زودبه دستمون
1516,,کیفیت میوه‌ها خوب بود ولی تو سفارش من تو فرنگی هم بود که نذاشته بودن,HAPPY,0.0,کیفیت میوه سفارش فرنگی نذاشته
5737,,کاهوها که بیش از نصفش دورریختنی بود سیب‌زمینی و کدو هم که توی توضیحات نوشته بودم درشت نباشه توجهی نشده بود,SAD,1.0,کاهوها نصفش دورریختنی سیب زمینی کدو توضیحات نوشته درشت نباشه توجهی
64,,نسبت به فاصله‌ی مکانی خیلی کم زمان دریافت سفارش خیلی طولانی بود,HAPPY,0.0,نسبت فاصله مکانی دریافت سفارش طولانی
6287,,دل درد بعد از خوردن پیتزا,SAD,1.0,دل درد خوردن پیتزا
6398,,من فقط یک لقمه از ماهی خوردم. بقیه غذا موند. بوی خیلی خیلی بدی میداد. دیگه ازین رستوران سفارش نمیدم.,SAD,1.0,لقمه ماهی خوردم بقیه غذا موند بوی بدی میداد ازین رستوران سفارش نمیدم
3507,,متاسفانه بعد از تاخیر زیاد غذا کاملا سرد و غیر قابل خوردن بود,SAD,1.0,تاخیر غذا سرد خوردن
5189,,سیگار بدون عکس انتخاب کردم ک گرون‌تر بود ولی با عکس فرستادن,SAD,1.0,سیگار عکس انتخاب گرون عکس فرستادن
2238,,اب مرغ شور بود,HAPPY,0.0,اب مرغ شور
6739,,یعنی باورم‌نمیشد برگرلند انقدر بد شده.. چراااا … اون بوی خوب تبدیل شده بود به بوی بد چربی.. اخرین بارم بود ک سفارش دادم,SAD,1.0,باورم نمیشد برگرلند بوی تبدیل بوی چربی اخرین بارم سفارش
430,,بسیار سریع ارسال شد و خیلی هم کیفیت عالی داشت فقط ای کاش یه کمی برنجش بیشتر بود,HAPPY,0.0,ارسال کیفیت عالی برنجش
155,,ساندویچ مرغ به نظرم شاهکار منوتون هست. هیچ جا با سیر نمیتونند همچین مزه‌ای بسازند طبع سرد مرغ رو هم خنثی میکنه. دمتون گرم.,HAPPY,0.0,ساندویچ مرغ نظرم شاهکار منوتون سیر نمیتونند مزه بسازند طبع سرد مرغ خنثی میکنه دمتون گرم
6611,,کیفیت غذا بسیار پایین هست و مواد اولیه بسیار نامرغوب استفاده شده,SAD,1.0,کیفیت غذا پایین مواد اولیه نامرغوب
1785,,فقط نون یکم کم بود,HAPPY,0.0,نون یکم
70,,مثل همیشه عالی وباسرعت ممنون از اسنپ وپیک بسیار مودب وخوش برخورد وممنون وخسته نباشید به مدیریت وکارکنان سوپر مارکت ونک,HAPPY,0.0,عالی وباسرعت ممنون اسنپ وپیک مودب وخوش برخورد وممنون وخسته نباشید مدیریت وکارکنان سوپر مارکت ونک
6998,,همبرگر عالی بود. ولی سوخاری سه تکه فکر کنم قطعات جوجه ۱۰ روزه بود!!! ران به اندازه ساق مرغ، بقیه تکه‌ها هم به همین نسبت,SAD,1.0,همبرگر عالی سوخاری سه تکه قطعات جوجه 10 روزه ران اندازه ساق مرغ بقیه تکه نسبت
780,,طعم پیتزا خیلی خوب بود ولی کالباسهاش ضخیم بریده شده بودن و طعمشون غالب بود ممنون.,HAPPY,0.0,طعم پیتزا کالباسهاش ضخیم بریده طعمشون غالب ممنون
1203,,سیب زمینی‌های چیکن استریپس خیلی بد و بیات بود,HAPPY,0.0,سیب زمینی چیکن استریپس بیات
5754,,پیتزا خمیر بود و اصلا کیفیت مناسبی نداشت,SAD,1.0,پیتزا خمیر کیفیت مناسبی
6507,,حبوبات اصلا نپخته بود مزه خوبی هم نداشت از سفارشم پشیمون شدم,SAD,1.0,حبوبات نپخته مزه خوبی سفارشم پشیمون
519,,عالی بود من بار سوم هست که می‌گیریم بسیار عالی واقعا دستتون درد نکنه,HAPPY,0.0,عالی عالی دستتون درد نکنه
5018,,به معنای واقعی افتضاح افتضاح افتضاح. یک کاسه کاهو و فقط یک تکه فیله. با چند تا تکه نون. بدون زیتون و هیچی. مثلا دونفره بود؟ اونم تحویل بعد از ٥٠ دقیقه!! کاسه سالاد رو ته کیسه انداخته بود با ظرف قر شده و هم خورده. کاملا جلوی مهمونم آبروم رفت. پرپروک کلا رفت توی بلک لیست من. حداقل برای ٢ نفر ٢ تا تکه فیله میذاشت بعد ٥٠ تومن پول میگرفت,SAD,1.0,معنای افتضاح افتضاح افتضاح کاسه کاهو تکه فیله تکه نون زیتون دونفره اونم تحویل ٥٠ دقیقه کاسه سالاد ته کیسه انداخته ظرف قر خورده مهمونم آبروم پرپروک بلک لیست ٢ نفر ٢ تکه فیله میذاشت ٥٠ تومن پول میگرفت
6818,,غذا خیلی شور بود,SAD,1.0,غذا شور
2271,,سلام هم به موقع رسیدهم تجربه خوبی بود. حتمادوباره امتحانش میکنم,HAPPY,0.0,سلام موقع رسیدهم تجربه خوبی حتمادوباره امتحانش
3431,,سوس و جنگال اینا کنارش نبود اما کزش خوب,HAPPY,0.0,سوس جنگال اینا کزش
2291,,این رستوران غذاش واقعا عالیه. تا حالا هرچی سفارش دادیم خوب بوده,HAPPY,0.0,رستوران غذاش عالیه هرچی سفارش
6053,,افتضاح‌تر ازین نمیشد. از همین پیتزا چند ماه پیش از فست فود پیانو خرید داشته‌ام با کیفیت کاملا متفاوت. اصلا اینقدر کیفیت پایین بود و تمام قطعات گوشت و استیک ازش حذف شده بود که شک کردم من اشتباه سفارش داده باشم ولی چک کردم و دیدم درسته. متاسفانه فقط نون و پنیر پیتزا بود.,SAD,1.0,افتضاح ازین نمیشد پیتزا ماه فست فود پیانو خرید کیفیت متفاوت کیفیت پایین قطعات گوشت استیک حذف شک اشتباه سفارش چک دیدم نون پنیر پیتزا
4523,,به هیچ عنوان به توضیحات توجه نشده با اینکه تاکید کردم قاشق بگذارند ولی نیومده نان و غیره هم نذاشتن و کیفیت به شدت افت کرده,SAD,1.0,توضیحات توجه تاکید قاشق بگذارند نیومده نان غیره نذاشتن کیفیت شدت افت
4703,,خیلی دیر حدود ۵۰ دقیقه طول کشید تا تحویل داده بشود.,SAD,1.0,50 دقیقه طول کشید تحویل بشود
470,,غذا از داخل ظرف یکبار مصرف داخل پلاستیک ریخته شده بود,HAPPY,0.0,غذا ظرف یکبار مصرف پلاستیک ریخته
2896,,کیفیت نان و بسته بندی عالی بود فقط زمان زیادی طول کشید تا به دستمان برسد,HAPPY,0.0,کیفیت نان بسته عالی زیادی طول کشید دستمان برسد
4410,,من قارچ سوخاری سفارش دادم به جاش سیب زمینی فرستادن این یعنی چی واقعا دفعه آخره از اینجا سفارش میدم یه دونه ستاره هم به زور دادم,SAD,1.0,قارچ سوخاری سفارش جاش سیب زمینی فرستادن آخره سفارش میدم دونه ستاره زور
4867,,غذا خیلی دیر تحویل داده شد و سرد بود,SAD,1.0,غذا تحویل سرد
5805,,با این حال که مسافت رستوران تا منزل کمتر از ۱۰ دقیقه است، غذا سرد رسید. این مطلب در نظرات قبلی نیز گفته شده بود که ظاهرا هیچ اهمیتی برای مدیریت رستوران باگت ندارد.,SAD,1.0,مسافت رستوران منزل 10 دقیقه غذا سرد مطلب نظرات قبلی اهمیتی مدیریت رستوران باگت
6633,,من مشتری دائم هستم و از کیفیت راضی بودم ولی متاسفانه این سری شیرینی‌ها کمی مونده بود انشالله دوباره نثل قبل کیفیت حرف اول و بزنه تو کارتون,SAD,1.0,مشتری کیفیت راضی شیرینی مونده انشالله نثل کیفیت حرف بزنه کارتون
3486,,فقط یکم‌ پیتزا شور بود,HAPPY,0.0,یکم پیتزا شور
3978,,سفارشو اشتباه آورده بودن,SAD,1.0,سفارشو اشتباه
1899,,خیلی از ریحون مچکرم بابت حلیم گرم و واقعا خوشمزه که ارسال کردید بابت اون نون سنگگ گوگولی هم که به صورت رایگان ارسال کردید برخورد پیک هم عالی بود واقعا ممنون از مشتری مداریتون موفق باشید,HAPPY,0.0,ریحون مچکرم بابت حلیم گرم خوشمزه ارسال بابت نون سنگگ گوگولی رایگان ارسال برخورد پیک عالی ممنون مشتری مداریتون موفق
2500,,بهترین همبرگری بود که تو عمرم خورده بودم,HAPPY,0.0,همبرگری عمرم خورده
6418,,چندمین بار است که به سفارش ثبت شده توجه نمیکنند. ۲ نوشابه سفارش دادم یکی ارسال کردند. قبلا نیز این اشتباه را کرده‌اند.,SAD,1.0,چندمین سفارش ثبت توجه نمیکنند 2 نوشابه سفارش ارسال اشتباه
6045,,با اینکه خیلی دیر رسید ولی کاملا سالم رسید با توجه به مسافت زیاد. واقعا نمیدونم با این قیمت کیک مگه چقدر هزینه داره یک مقدار گردو بزنید داخل کیک بخدا کسی که انقدر هزینه میکنه پول یک مشت گردو هم میده,SAD,1.0,سالم توجه مسافت نمیدونم قیمت کیک مگه هزینه گردو بزنید کیک بخدا هزینه میکنه پول گردو میده
1722,,طعم خاصی نداشت ولی بزرگ بود و متناسب با فیمت,HAPPY,0.0,طعم خاصی متناسب فیمت
3202,,من تقریبا همیشه از اینجا خرید میکنم و همیشه هم از کیفیت اجناس راضیم و خیلیم به موقع میارن. ممنون:),HAPPY,0.0,خرید کیفیت اجناس راضیم خیلیم موقع میارن ممنون smiley
1969,,مثل همیشه بسیار خوشمزه و تازه و مطبوع. ممنون,HAPPY,0.0,خوشمزه مطبوع ممنون
4333,,اول اینکه با توجه به خلوتی تهران، تاخیر بیشتر از یک ساعت به هیچ وجه قابل توجیه نیست. دوم اینکه نان باگت بسیار بیات بود، در حدی که با گاز اول، ساندویچ از هم متلاشی شد و نان آن تکه تکه شد و مجبور شدم ساندویچ را با کارد و چنگال بخورم. ولی کیفیت فیله سوخاری و ژامبون بسیار خوب بود.,SAD,1.0,توجه خلوتی تهران تاخیر ساعت وجه توجیه نان باگت بیات حدی گاز ساندویچ متلاشی نان تکه تکه مجبور ساندویچ کارد چنگال بخورم کیفیت فیله سوخاری ژامبون
2234,,زمان رسیدن سفارش خیلی خوب بود. کیفیت غذا هم مناسب بود. اما ایرادی که بود این هست که من نمیدونم این پنیر مخصوص که توی منو نوشته شده و در پیتزا و چیپس استفاده شده دقیقا چیه و چه جوری و از چه چیزهایی درست شده؟! اصلا پنیر خوشمزه‌ای نبود! حالا کش اومدن و اینها که پیشکش! حین خوردن غذا بارها احساس کردم دارم سفیده‌ی پخته شده تخم مرغ میخورم! واقعا شبیه پنیر نبود! چه از نظر ظاهر چه از نظر طعم! با این که غذا زود و گرم رسید، اما پنیر سفت بود و مخصوصا توی چیپس و پنیر خیلی توی ذوق میزد و از نظر طعم هم اصلا جالب نبود! به نظرم به جای پنیر مخصوصی که نوشتید، از پنیر‌های معمولی بازار استفاده کنید! اینجوری خیلی بهتره!,HAPPY,0.0,رسیدن سفارش کیفیت غذا مناسب ایرادی نمیدونم پنیر مخصوص منو نوشته پیتزا چیپس جوری چیزهایی پنیر خوشمزه کش اومدن پیشکش حین خوردن غذا احساس سفیده پخته تخم مرغ میخورم شبیه پنیر نظر ظاهر نظر طعم غذا گرم پنیر سفت مخصوصا چیپس پنیر ذوق میزد نظر طعم جالب نظرم پنیر مخصوصی نوشتید پنیر بازار اینجوری بهتره
6222,,غذا دیر ارسال شد و سرد بود,SAD,1.0,غذا ارسال سرد
5652,,کیفیتش خیلی افت کرده بود نسبت به دفعه‌های قبل. لطفا ذهنیت ما رو تغییر ندید با پایین اوردن کیفیت غذاهاتون. بال مرغ بسیار بی کیفیت، سالاد هم تقریبا ترکیده رسید به دستم,SAD,1.0,کیفیتش افت نسبت ذهنیت تغییر ندید پایین اوردن کیفیت غذاهاتون بال مرغ کیفیت سالاد ترکیده دستم
6339,,پاستا رو با آب میگو پخته بودن، کلا سه عدد میگو سایز ریز توش بود.,SAD,1.0,پاستا آب میگو پخته سه عدد میگو سایز ریز توش
1456,,با تبریک سال جدید، نان لواشی که فرستادین هم بوی بدی داره هم کیفیت بسیار بد گویا خیلی کهنه هست (این نان‌ها معمولا ۳ روز قابل استفاده هستند که احتمالا این ۳ روزش گذشته و بعیده بشه ازش استفاده کرد) باقی اجناس عالی بود ممنون,HAPPY,0.0,تبریک سال نان لواشی فرستادین بوی بدی کیفیت کهنه نان 3 3 روزش بعیده بشه باقی اجناس عالی ممنون
2657,,خوبه که به مرور زمان کیفیت و طعم غذاتون عوض نمیشه,HAPPY,0.0,خوبه مرور کیفیت طعم غذاتون عوض نمیشه
1398,,بسیار تازه و خوشمزه بود مزهء شیرینیش اندازه بود پیک خیلی زودتر از اونچه ک تایم داده بودن رسید,HAPPY,0.0,خوشمزه مزهء شیرینیش اندازه پیک اونچه تایم
1372,,خیلی خوب بود مخصوصا دورچین‌ها ولی ی کم خام بود کباب,HAPPY,0.0,مخصوصا دورچین خام کباب
387,,اولا بسته بندی خیلی خوبی داشت و خیلی خوشم اومد ولی علیرغم اینکه اینجا خیلی نزدیک محل کارم هست ولی غذا تقریبا سرد بود انتظار غذای بهتری هم داشتم ولی خیلی معمولی بود,HAPPY,0.0,بسته خوبی خوشم اومد محل کارم غذا سرد انتظار غذای بهتری
4583,,سرد سرد سرد سرد و بازهم سرد..,SAD,1.0,سرد سرد سرد سرد سرد
1172,,سلام برنج غذا خوب نبود یکی از ظرف‌ها هم به نظر تمیز نبود (ظرف آلومینیومی بود که ته ظرف رنگش عوض شده بود),HAPPY,0.0,سلام برنج غذا ظرف نظر تمیز ظرف آلومینیومی ته ظرف رنگش عوض
20,,همه چیش خوب بود فقط قیمتش گرونه برای این پیتزا,HAPPY,0.0,چیش قیمتش گرونه پیتزا
3858,,با اینکه فاصله‌ی سیب تا منزل بسیار نزدیک است پیتزا به شکل خیس و شل و ول (پر از آب) بود.,SAD,1.0,فاصله سیب منزل پیتزا شکل خیس شل ول پر آب
6770,,به عمرم رست بیفی نخورده بودم که اینقد بدمزه باشه!!!! به خاطر ارزونتر خریدن پنیر اینجوری کیفیت غذاهاتونو به باد ندین!!! همین غذا رو من یک ماه پیش از شما سفارش داده بودم و راضی بودم! این بار ساندویچو انداختم دور! چرا اخه؟!,SAD,1.0,عمرم رست بیفی نخورده اینقد بدمزه باشه خاطر ارزونتر خریدن پنیر اینجوری کیفیت غذاهاتونو ندین غذا ماه سفارش راضی ساندویچو انداختم دور اخه
5954,,من همیشه از اینجا غذا سفارش میدادم، چه حضوری چه از اسنپ فوود، جدا کیفیت غذاش پایین اومده بود بار اخر,SAD,1.0,غذا سفارش میدادم حضوری اسنپ فوود کیفیت غذاش پایین اومده اخر
4820,,اولا غذا‌ها کاملا سرد بودن دوما تو هفته گذشته سه بار از این رستوران پیتزا کالزون سفارش دادم دوبار از این شعبه یک بار از شعبه شیراز جنوبی و جالبه که با سه کیفیت و طعم مختلف مواجه شدم که کیفیت و طعم امشبی خیلی بد بود,SAD,1.0,غذا سرد دوما هفته سه رستوران پیتزا کالزون سفارش دوبار شعبه شعبه شیراز جنوبی جالبه سه کیفیت طعم مواجه کیفیت طعم امشبی
4605,,واقعا افتضاح بود. به هیچکس پیشنهاد نمیکنم.,SAD,1.0,افتضاح پیشنهاد نمیکنم
5691,,غذاش کاملا بی کیفیت بود، خیلی دیر و سرد رسید، ماست موسیرش هردوش شکسته بود ریخته بود تو پلاستیک، کباب لقمه و کوبیده‌اش مزه آهن میداد تا گوشت، جوجه‌اش هم خیلی کهنه بود.,SAD,1.0,غذاش کیفیت سرد موسیرش هردوش شکسته ریخته پلاستیک کباب لقمه کوبیده مزه آهن میداد گوشت جوجه کهنه
4451,,واسه افتضاخ‌تر از بد چه لغتی داریم؟ میدونید؟ بسیار بی کیفیت ….,SAD,1.0,واسه افتضاخ لغتی میدونید کیفیت
3506,,قیمت پیتزا به نسبت حجم و کیفیت آن بالاست. همچنین کیفیت پیتزا در حد ادعا و تبلیغات پرپروک نیست,SAD,1.0,قیمت پیتزا نسبت حجم کیفیت کیفیت پیتزا حد ادعا تبلیغات پرپروک
3642,,پنیر نون سیر و پیتزا واقعا بد بود، اما کلنل خوب بود ولی واقعا نون سیر و پیتزا خیلی بد بود در حدی که دور انداختیم.,SAD,1.0,پنیر نون سیر پیتزا کلنل نون سیر پیتزا حدی دور انداختیم
5450,,کیفیتش بسیار بد بود,SAD,1.0,کیفیتش
1061,,لطفا همینطور با کیفیت بمونید,HAPPY,0.0,همینطور کیفیت بمونید
1558,,بسیار عالی هستند ممنون از این سوپر منظم,HAPPY,0.0,عالی ممنون سوپر منظم
2302,,خیلی ممنونم وخوب بود بودش فقط اینکه همین قیمت می‌ارزد نه ۴۰۰۰۰تومان,HAPPY,0.0,ممنونم وخوب بودش قیمت ارزد 40تومان
6670,,فقط چیزبرگر طعم خوبی داشت. پیتزا به قدری چرب و سنگین بود که کامل خورده نشد.,SAD,1.0,چیزبرگر طعم خوبی پیتزا چرب سنگین خورده نشد
623,,عالی فقط یه کم چربه,HAPPY,0.0,عالی چربه
3024,,هزینه ارسال و هزینه ظرف را نباید بگیرن,HAPPY,0.0,هزینه ارسال هزینه ظرف بگیرن
5999,,پیتزای چیکن آلفردو بدمزه بود و اصلا پیتزای من در آوردی بود و طعم پیتزا نداشت!,SAD,1.0,پیتزای چیکن آلفردو بدمزه پیتزای آوردی طعم پیتزا
724,,خوب قیمتها یکم زیاد بالا بود ولی کیفیت عالی بود یعنی تا به حال پیش نیومده بود خودم اینطور خرید کنم.,HAPPY,0.0,قیمتها یکم کیفیت عالی نیومده خرید
2663,,طعم غذا بسیار خوب، اما سایز مرغ‌ها بسیار بسیار کوچک بود و‌ اصلا به قیمتش نمی‌ارزید,HAPPY,0.0,طعم غذا سایز مرغ کوچک قیمتش ارزید
1096,,مواردی که موجود نبود اطلاع داده نشد، ۲ عدد از شیرهای ارسال شده تاریخ در حد چند روز داشتند و نیز درب پودر رخشا باز بود و مقداری از آن ریخته بود,HAPPY,0.0,مواردی موجود اطلاع نشد 2 عدد شیرهای ارسال تاریخ حد درب پودر رخشا مقداری ریخته
